airport_woe_id,airport_ne_gid,airport_county_woe_id,airport_icao_code,airport_ne_name,airport_woe_latitude,airport_woe_bbox,airport_ne_type,airport_country_woe_id,airport_woe_longitude,airport_ne_latitude,airport_iata_code,urbanarea_ne_gid,airport_ne_longitude,aerotropolis_woe_id,airport_woe_name,airport_iso,airport_state_woe_id
12516922,,12599580,,,48.739899,"48.735352,44.857712,48.74445,44.87149",,23424936,44.864601,,,6291,,,Srednyaya Akhtuba Airport,RU,2346933
12517175,,12598037,,,48.3158,"48.311249,46.22636,48.320351,46.24004",,23424936,46.2332,,,6299,,,Vladimirovka Airport,RU,2346890
12517307,,12599155,,,47.135399,"47.130852,42.47662,47.13995,42.489979",,23424936,42.483299,,,6308,,,Zimovniki East Airport,RU,2346921
12514283,,,,,46.8908,"46.88625,74.99675,46.895351,75.010048",,23424871,75.003403,,BXH,6309,,35525301,Balkhash Airport,KZ,20070178
12515878,,12598747,,,55.551601,"55.54705,37.968262,55.556149,37.984341",,23424936,37.976299,,BKA,6310,,35523785,Bykovo Airport,RU,2346911
12515903,,12598755,,,55.764198,"55.759651,38.05542,55.768749,38.071579",,23424936,38.063499,,,6310,,35523785,Chernoye Airport,RU,2346911
12516860,872,12598750,UUEE,Sheremtyevo,55.97318,"55.955421,37.386326,55.984875,37.460976",major,23424936,37.422358,,SVO,6310,,35523785,Sheremtyevo Airport,RU,2346911
12517053,,12598733,,,55.817299,"55.812752,37.425209,55.82185,37.441391",,23424936,37.4333,,,6310,,35523785,Tushino Airport,RU,2346911
12516626,,12598757,,,55.631901,"55.62735,37.39875,55.636452,37.414848",,23424936,37.406799,,,6310,,35523785,Orlovo Airport,RU,2346911
12517260,,12598741,,,55.601203,"55.598797,37.278328,55.60667,37.290836",,23424936,37.282494,,,6310,,35523785,Ynukovo Airport,RU,2346911
12517056,,12598461,,,56.107101,"56.102551,88.47805,56.111649,88.494347",,23424936,88.486198,,,6336,,,Tyazhin Airport,RU,2346901
12515894,33,12598116,USCC,Chelyabinsk,55.297371,"55.29282,61.50602,55.301922,61.52198",mid,23424936,61.514,,CEK,6340,,35524183,Chelyabinsk Balandino Airport,RU,2346893
12516957,17,12599483,USRR,Surgut,61.346802,"61.342251,73.408722,61.351349,73.427681",mid,23424936,73.418198,,SGC,6355,,35523335,Surgut North Airport,RU,20070526
12516511,,12599465,,,60.951801,"60.94725,76.487839,60.956348,76.506561",,23424936,76.4972,,NJC,6356,,35524637,Nizhnevartovsk Northwest Airport,RU,20070526
12516945,,12599385,,,60.710602,"60.706051,77.65271,60.715149,77.671288",,23424936,77.662003,,,6357,,,Strezhevoy Southeast Airport,RU,2346928
12515900,,12599594,,,59.083,"59.078449,37.92915,59.087551,37.94685",,23424936,37.938,,CEE,6361,,35524747,Cherepovets Airport,RU,2346934
12515762,,12599057,,,57.952099,"57.947552,56.195129,57.95665,56.212269",,23424936,56.203701,,,6362,,35523645,Bakharerka Airport,RU,20070511
12515842,492,12599058,USPP,Bolshesavino,57.920212,"57.915661,56.00983,57.924759,56.026951",mid,23424936,56.018391,,PEE,6362,,35523645,Bolshesavino Airport,RU,20070511
12517062,,12599488,,,57.182251,"57.1777,65.341042,57.186798,65.357819",,23424936,65.349426,,,6363,,,Tyumen Northwest Airport,RU,20070528
12516699,,12599487,,,57.131199,"57.126652,65.462418,57.13575,65.479179",,23424936,65.470802,,,6363,,,Plekhanova Airport,RU,20070528
12516899,,12598244,,,56.301102,"56.296551,43.804008,56.305649,43.820389",,23424936,43.812199,,,6367,,,Sormovo Airport,RU,2346895
12516563,,12598864,,,55.0928,"55.088249,82.890663,55.097351,82.90654",,23424936,82.898598,,,6375,,,Novosibirsk North Airport,RU,2346914
12516564,,12598864,,,55.085999,"55.081451,83.002258,55.090549,83.018143",,23424936,83.010201,,,6375,,,Novosibirsk Northeast Airport,RU,2346914
12517066,,12597273,,,54.832199,"54.827648,56.154209,54.83675,56.169991",,23424936,56.162102,,,6378,,,Ufa Northeast Airport,RU,2346866
12517067,,12597274,,,54.809502,"54.804951,55.945808,54.814049,55.96159",,23424936,55.953701,,,6378,,,Ufa Northwest Airport,RU,2346866
12516382,,12598109,,,53.369499,"53.364948,59.156078,53.37405,59.171322",,23424936,59.1637,,,6383,,,Magnitogorsk Airport,RU,2346893
12515811,,12598631,,,53.221901,"53.21735,50.301208,53.226452,50.316391",,23424936,50.3088,,,6384,,,Bezymyanka Airport,RU,2346906
12516317,,12598631,,,53.1101,"53.105549,50.082729,53.114651,50.09787",,23424936,50.090302,,,6384,,,Kuybyshev-Kryazh Airport,RU,2346906
12516887,,12598631,,,53.2365,"53.231949,50.362511,53.241051,50.377689",,23424936,50.370098,,,6384,,,Smyshlayevka Airport,RU,2346906
12516172,,12599359,,,52.688099,"52.683552,42.6647,52.69265,42.679699",,23424936,42.672199,,,6385,,,Kirsanov Airport,RU,2346927
12517195,,12599658,,,51.649799,"51.645248,39.248669,51.65435,39.263329",,23424936,39.256001,,,6386,,,Voronezh East Airport,RU,2346935
12517196,,12599658,,,51.6213,"51.616749,39.143978,51.625851,39.158619",,23424936,39.151299,,,6386,,,Voronezh Southwest Airport,RU,2346935
12516819,180,12599251,UWSS,Saratov,51.561699,"51.557152,46.034592,51.56625,46.04921",mid,23424936,46.041901,,RTW,6388,,35523353,Saratov Airport,RU,2346924
12516820,,12599251,,,51.481602,"51.477051,45.93,51.486149,45.944599",,23424936,45.937302,,,6388,,35523353,Saratov South Airport,RU,2346924
12516023,,12599557,,,48.791969,"48.787418,44.34771,48.79652,44.361511",,23424936,44.35461,,,6390,,35524033,Gumrak Airport,RU,2346933
12517183,,12599586,,,48.675499,"48.670952,44.324322,48.68005,44.338081",,23424936,44.3312,,,6390,,35524033,Volgograd Southwest Airport,RU,2346933
12516459,,12598812,,,69.0121,"69.007553,33.300709,69.016647,33.326092",,23424936,33.3134,,,6395,,,Murmansk Northeast Airport,RU,2346912
12512792,240,56120872,EFOU,Oulu,64.929131,"64.922173,25.317841,64.93914,25.38455",mid,23424812,25.372749,,OUL,6406,,35523655,Oulun lentoasema,FI,29389265
12516831,,12597441,,,63.754799,"63.750252,34.273121,63.75935,34.293678",,23424936,34.283401,,,6433,,,Segezha Airport,RU,2346873
12515128,545,12592881,ENVA,Trondheim Vaernes,63.459158,"63.451847,10.894711,63.473911,10.954785",major,23424910,10.91669,,TRD,6440,,35523775,Trondheim Lufthavn Værnes,NO,2346393
12512775,,56120885,,,63.126701,"63.12215,23.043039,63.131248,23.06316",,23424812,23.053101,,,6448,,,Kauhava lentokenttä,FI,29389256
12512772,,56120855,,,62.657558,"62.649189,29.58902,62.66703,29.649549",,23424812,29.613779,,JOE,6464,,35525467,Joensuun lentoasema,FI,29389261
12516900,,12597442,,,61.735401,"61.73085,30.6586,61.739948,30.677799",,23424936,30.6682,,,6482,,,Sortavala Airport,RU,2346873
12512782,,56120866,,,61.043839,"61.037922,28.11582,61.05254,28.174379",,23424812,28.15626,,,6503,,,Lappeenrannan lentoasema,FI,29389253
12512766,875,56120851,EFHK,Helsinki Vantaa,60.314078,"60.290119,24.909519,60.339363,24.999357",major,23424812,24.966752,,HEL,6539,,35523637,Helsinki-Vantaan lentoasema,FI,29389247
23388273,395,56120851,EFHF,Helsinki-Malmi,60.249271,"60.24712,25.03377,60.26516,25.05957",mid,23424812,25.04578,,HEM,6539,,35523637,Helsinki-Malmin lentoasema,FI,29389247
12515112,,12592858,,,59.970798,"59.966251,11.03202,59.975349,11.05018",,23424910,11.0411,,,6541,,35524217,Kjeller flyplass,NO,2346385
12515119,883,12592797,ENGM,Oslo Gardermoen,60.193994,"60.168159,11.064539,60.216667,11.129214",major,23424910,11.094505,,OSL,6541,,35524217,Oslo Lufthavn Gardermoen,NO,2346385
12516008,,12598654,,,60.035198,"60.030651,29.9772,60.039749,29.995399",,23424936,29.9863,,,6544,,,Gorskaya Airport,RU,20070507
12517616,602,12587478,ESSB,Bromma,59.357266,"59.323399,17.883081,59.377811,18.037148",mid,23424954,17.968939,,BMA,6573,,35523527,Stockholm-Bromma flygplats,SE,2347067
12517612,,12587467,,,59.413181,"59.40863,17.86949,59.417728,17.88735",,23424954,17.87842,,,6573,,35523527,Barkarby Flygplats,SE,2347067
12512739,,29389893,,,59.454601,"59.45005,24.87606,59.459148,24.89394",,23424805,24.885,,,6580,,35523601,Lasnamae Airport,EE,2345276
12512744,748,29389893,EETN,Ulemiste,59.413752,"59.412067,24.824337,59.415501,24.834766",major,23424805,24.828482,,TLL,6580,,35523601,Ulemiste Airport,EE,2345276
12517609,,12587451,,,59.393101,"59.38855,15.91187,59.397652,15.92973",,23424954,15.9208,,,6585,,,Arboga Flygplats,SE,2347066
12515121,,12593030,,,59.375401,"59.372231,10.76053,59.385422,10.80948",,23424910,10.78213,,,6587,,,Moss lufthavn Rygge,NO,2346396
12517648,,12587360,,,59.341099,"59.33728,14.47892,59.35836,14.51425",,23424954,14.49398,,,6599,,,Karlskoga Flygplats,SE,2347058
12517686,,12587462,,,59.186539,"59.181992,17.903629,59.19109,17.92137",,23424954,17.9125,,,6605,,,Tullinge Flygplats,SE,2347067
12517663,403,12587402,ESKN,Stockholm-Skavsta,58.785714,"58.782166,16.906136,58.789333,16.933022",mid,23424954,16.923159,,NYO,6618,,35523429,Stockholm-Skavsta Flygplats,SE,2347061
12517656,,12587375,,,58.572089,"58.578884,16.174793,58.611473,16.276588",,23424954,16.152862,,,6621,,35523697,Norrköping Flygplats,SE,2347059
12523797,,29389859,,,58.383301,"58.37875,26.708031,58.387852,26.72537",,23424805,26.7167,,TAY,6631,,35525177,Ulenurme Airport,EE,2345287
12517685,,12587214,,,58.318342,"58.309589,12.326233,58.320885,12.350993",,23424954,12.322666,,THN,6636,,35525185,Trollhättan Vänersborgs Flygplats,SE,20070562
12516926,,12599087,,,57.79792,"57.76683,28.373091,57.798519,28.40946",,23424936,28.39168,,,6650,,,Stantstya Polkovaya Airport,RU,2346920
12517675,,12587233,,,57.775172,"57.766438,11.861688,57.786144,11.888236",,23424954,11.877895,,GSE,6653,,35524297,Göteborg City Flygplats,SE,20070562
12523972,,12587284,,,57.75,"57.745449,16.624781,57.754551,16.641821",,23424954,16.633301,,VVK,6655,,35524295,Västervik Flygplats,SE,2347052
12514575,,55844479,,,56.976101,"56.97155,24.0641,56.980652,24.08078",,23424874,24.072439,,,6679,,35523847,Riga Central Airport,LV,20070121
12514576,732,55844216,EVRA,Riga,56.924999,"56.917866,23.970795,56.931347,23.989763",major,23424874,23.979621,,RIX,6679,,35523847,Riga Airport,LV,56190522
12516064,,12598382,,,56.9063,"56.901749,35.933979,56.910851,35.950619",,23424936,35.942299,,,6683,,,Kalinin North Airport,RU,2346898
12517635,,12587250,,,56.677239,"56.66375,12.817826,56.689178,12.863986",,23424954,12.838735,,HAD,6689,,35525059,Halmstad Flygplats,SE,2347049
23319131,,12587301,,,56.290661,"56.276188,12.836408,56.302444,12.869195",,23424954,12.85466,,AGH,6708,,35524967,Ängelholm Flygplats,SE,20070561
12516806,,12598373,,,56.280102,"56.275551,34.289909,56.284649,34.30629",,23424936,34.2981,,,6712,,,Rzhev Northwest Airport,RU,2346898
12517671,,12587221,,,56.25672,"56.256405,15.276703,56.257057,15.279879",,23424954,15.278186,,RNB,6715,,35524623,Ronneby Airport,SE,2347045
12523141,,12587325,,,56.04966,"56.045109,12.74514,56.054211,12.76142",,23424954,12.75328,,JHE,6723,,35524285,Helsingborg Heliport,SE,20070561
12523971,,12587330,,,55.88483,"55.88028,12.85864,55.889381,12.87484",,23424954,12.86674,,,6723,,35524285,Landskrona Heliport,SE,20070561
12523335,,12582833,,,55.700001,"55.69545,9.52526,55.704552,9.5414",,23424796,9.53333,,VEJ,6755,,35524457,Vejle Lufthavn,DK,28362581
23318094,,12587338,,,55.537412,"55.530548,13.356086,55.541599,13.372335",,23424954,13.362218,,MMX,6768,,35524705,Malmö-Sturup Flygplats,SE,20070561
22294483,,12596738,,,54.898987,"54.896881,8.320974,54.900887,8.327319",,23424829,8.324127,,GWT,6806,,35524443,Westerland Airport,DE,2345490
12523042,,2346097,,,54.639199,"54.636013,25.27039,54.645283,25.287523",,23424875,25.295658,,,6814,,35523683,Vilnius Airport,LT,55848083
12515935,,12598331,,,54.7351,"54.730549,20.56513,54.739651,20.58087",,23424936,20.573,,,6815,,,Devau Airport,RU,2346938
12515378,,12591369,,,54.251301,"54.24675,18.64682,54.255852,18.66238",,23424923,18.6546,,,6828,,,Pruszcz Airport,PL,12577945
22227853,,12596787,,,54.383301,"54.375118,10.13289,54.384541,10.15537",,23424829,10.14383,,,6830,,,Kiel-Holtenau Airport,DE,2345490
12513241,,12596998,,,54.336399,"54.328369,13.03745,54.34053,13.05825",,23424829,13.0471,,,6832,,,Stralsund Kedingshagen Airport,DE,2345492
12510968,,,,,54.340801,"54.33625,26.8904,54.345348,26.906",,23424765,26.898199,,,6833,,,Molodechno Northeast Airport,BY,2344834
12515299,,12591438,,,54.1441,"54.139549,19.396441,54.148651,19.411961",,23424923,19.4042,,,6838,,,Elblag Airport,PL,12577948
12510965,,,,,53.9683,"53.963749,27.640671,53.972851,27.65613",,23424765,27.648399,,,6853,,,Minsk Northeast Airport,BY,20069996
12510966,,,,,53.871342,"53.866791,27.527451,53.875889,27.54287",,23424765,27.53516,,,6853,,,Minsk International 1,BY,20069996
12510960,,,,,53.930698,"53.926151,25.264179,53.935249,25.279619",,23424765,25.2719,,,6857,,,Lida North Airport,BY,2344832
22656457,,12597096,,,53.503071,"53.501888,8.5691,53.510502,8.57936",,23424829,8.57179,,,6880,,,Bremerhaven Luneort Airport,DE,2345483
12516483,,12598078,,,53.27,"53.26545,34.349899,53.274551,34.365101",,23424936,34.357498,,,6904,,,Ndb Bryansk Airport,RU,2346892
12513201,,12597016,,,53.181099,"53.176552,8.15242,53.18565,8.16758",,23424829,8.16,,,6920,,,Oldenburg Airport,DE,2345486
22237383,,12596703,,,53.155071,"53.15052,8.6108,53.159618,8.62596",,23424829,8.61838,,,6921,,,Lemwerder Airport,DE,2345486
12515326,,12591350,,,53.1078,"53.103249,23.16193,53.11235,23.177071",,23424923,23.1695,,,6922,,,Krywlany Airport,PL,12577944
12523956,,12591167,,,53.09182,"53.087269,17.97452,53.096371,17.98966",,23424923,17.98209,,BZG,6923,,35524717,Szwederowo Airport,PL,12577936
12516618,,12598976,,,52.931198,"52.926651,36.013859,52.935749,36.028938",,23424936,36.0214,,,6939,,,Orel Southwest Airport,RU,2346917
12516190,,12598087,,,52.7715,"52.766949,32.26569,52.776051,32.280708",,23424936,32.273201,,,6961,,,Klintsy Northeast Airport,RU,2346892
12513243,,12596840,,,52.578999,"52.574451,13.89282,52.583549,13.90778",,23424829,13.9003,,,6982,,,Strausberg Airport,DE,2345491
12515372,,12591289,,,52.569,"52.564449,19.712919,52.573551,19.72788",,23424923,19.7204,,,6984,,,Plock Airport,PL,12577941
12515333,,12591476,,,52.418304,"52.415928,16.805605,52.421162,16.809425",,23424923,16.807358,,POZ,6990,,35525165,Lawica Airport,PL,12577949
22235735,,20071101,,,52.458173,"52.450607,9.668269,52.466572,9.71878",,23424829,9.693023,,,6991,,,Hannover International Airport,DE,2345486
23388280,,20071101,,,52.320358,"52.315811,9.79084,52.324909,9.80572",,23424829,9.79828,,,6991,,,Hubschr.-Landeplatz,DE,2345486
12513056,,12597032,,,52.431099,"52.426552,12.45644,52.43565,12.47136",,23424829,12.4639,,,6994,,,Brandenburg Briest Airport,DE,2345491
12513267,,20071101,,,52.453899,"52.449348,9.42284,52.45845,9.43776",,23424829,9.4303,,,6996,,,Wunstorf Airport,DE,2345486
12516189,,12598086,,,52.399502,"52.394951,32.186749,52.404049,32.201649",,23424936,32.194199,,,7008,,,Klimovo North Airport,RU,2346892
12513101,,12596901,,,52.382999,"52.378448,14.08095,52.38755,14.09585",,23424829,14.0884,,,7009,,,Furstenwalde Airport,DE,2345491
12515094,,12592151,,,52.300281,"52.212261,6.838345,52.300434,6.952307",,23424909,6.827088,,,7020,,,Enschede Airport Twente,NL,2346380
22176819,,12596827,,,52.316231,"52.314579,10.54046,52.32235,10.56847",,23424829,10.55961,,BWE,7022,,35524999,Braunschweig Airport,DE,2345486
56052105,,12596994,,,52.156841,"52.150532,10.42173,52.15744,10.44128",,23424829,10.42688,,,7022,,35524999,Flugplatz Salzgitter-drütte,DE,2345486
12510961,,,,,52.280499,"52.275951,26.76157,52.285049,26.77643",,23424765,26.768999,,,7028,,,Luninets North Airport,BY,2344830
22656469,,12597084,,,52.077599,"52.066189,11.61591,52.079281,11.64395",,23424829,11.62053,,,7030,,,Magdeburg Airport,DE,2345494
22656463,,12596788,,,52.176208,"52.171661,9.94415,52.180759,9.95897",,23424829,9.95156,,,7039,,,Hildesheim Airport,DE,2345486
12515409,,12591247,,,51.9748,"51.970249,15.44862,51.979351,15.46338",,23424923,15.456,,,7070,,,Zielona Gora Airport,PL,12577939
12523857,,12597095,,,51.766701,"51.76215,14.27596,51.771252,14.29064",,23424829,14.2833,,CBU,7097,,35525055,Cottbus Airport,DE,2345491
12516308,,12598579,,,51.744801,"51.74025,36.27956,51.749352,36.294239",,23424936,36.2869,,,7104,,,Kursk East Airport,RU,2346905
12513156,,12596784,KNRN,,51.598469,"51.593666,6.140666,51.60569,6.162042",,23424829,6.150396,,NRN,7126,,35524567,Düsseldorf Niederrhein Flughafen,DE,2345487
12513232,,12596972,,,51.503101,"51.49855,13.8084,51.507648,13.823",,23424829,13.8157,,,7134,,,Schwarzheide Airport,DE,2345491
12513179,,12596936,,,51.336102,"51.331551,11.95462,51.340649,11.96918",,23424829,11.9619,,,7140,,,Merseburg Airport,DE,2345494
12513189,,12597075,,,51.4473,"51.442749,14.19181,51.451851,14.20639",,23424829,14.1991,,,7144,,,Nardt Airport,DE,2345493
12515341,,12591147,,,51.4072,"51.402649,16.19491,51.411751,16.20949",,23424923,16.2022,,,7150,,,Lubin Airport,PL,12577935
12513140,,12597039,,,51.290798,"51.28838,14.11365,51.303551,14.13784",,23424829,14.1151,,,7158,,,Kamenz Airport,DE,2345493
12513081,,12596943,,,51.124439,"51.11919,13.75454,51.128288,13.76902",,23424829,13.76612,,,7178,,35523453,Dresden Airport,DE,2345493
56052230,,12597008,,,50.975101,"50.974442,13.90065,50.981838,13.91485",,23424829,13.91476,,,7178,,35523453,Segelflugplatz Pirna-praschwitz,DE,2345493
56052232,,12597003,,,50.97002,"50.968639,10.72155,50.974121,10.73451",,23424829,10.73126,,,7203,,,Flugsportverein Gotha,DE,2345495
22656461,,12597089,,,50.881851,"50.878059,12.12774,50.883049,12.13955",,23424829,12.13056,,,7212,,,Gera-Leumnitz Airport,DE,2345495
12513274,,12596939,,,50.6991,"50.695412,12.44465,50.706921,12.46296",,23424829,12.4484,,,7228,,,Zwickau Airport,DE,2345493
12518337,,,,,50.7514,"50.746849,25.355021,50.755951,25.369381",,23424976,25.3622,,UCK,7229,,35524573,Lutsk Airport,UA,2347555
56049715,,12582564,,,50.768089,"50.761662,15.01544,50.774521,15.03576",,23424810,15.0256,,,7233,,,Letiste Liberec,CZ,20070498
12512514,,12582560,,,50.698399,"50.693851,14.53922,50.70295,14.55358",,23424810,14.5464,,,7246,,,Ceskalipa Airport,CZ,20070498
12515790,,12598052,,,50.640598,"50.636051,36.578129,50.645149,36.592468",,23424936,36.5853,,EGO,7249,,35524865,Belgorod North Airport,RU,2346891
56049702,,12582567,,,50.524651,"50.519531,13.67861,50.530651,13.68772",,23424810,13.68099,,,7253,,,Letiste Most,CZ,20070499
56049726,,12582567,,,50.525909,"50.519482,13.66668,50.532341,13.6869",,23424810,13.67679,,,7253,,,Aeroklub Most,CZ,20070499
12512553,,12582567,,,50.5616,"50.557049,13.63714,50.566151,13.65146",,23424810,13.6443,,,7253,,,Most Airport,CZ,20070499
56052012,,12596824,,,50.557171,"50.556938,7.12993,50.560619,7.14024",,23424829,7.13582,,,7276,,,Flugplatz Bad Neuenahr-ahrweiler,DE,2345488
56052048,,12596878,,,50.428299,"50.42477,8.00247,50.4291,8.0178",,23424829,8.01624,,,7296,,,Segelflugplatz Elz,DE,2345485
56052023,,12596966,,,50.36182,"50.35931,8.70621,50.363289,8.71579",,23424829,8.71489,,,7302,,,Flugplatz Ober-mörlen,DE,2345485
12518215,,,,,50.339287,"50.335434,30.893333,50.343651,30.9025",,23424976,30.89584,,,7306,,35523311,Borispol Airport,UA,2347545
12524016,,,,,50.254711,"50.25016,28.623461,50.259258,28.63768",,23424976,28.630569,,ZTR,7314,,35525429,Zhitomir Airport,UA,2347558
12518473,,,,,50.311199,"50.306648,36.921181,50.31575,36.935421",,23424976,36.928299,,,7315,,,Volchansk Airport,UA,2347540
12513071,,20071096,,,50.264198,"50.259651,10.99069,50.268749,11.00491",,23424829,10.9978,,,7320,,,Coburg Brandensteinsebene Airport,DE,2345482
56049729,,12582566,,,50.249889,"50.243462,13.39995,50.256321,13.42005",,23424810,13.41,,,7321,,,Letiste Podborany,CZ,20070499
56049714,,12582606,,,50.217319,"50.210892,12.76569,50.223751,12.78579",,23424810,12.77574,,,7323,,,Letiste Hory,CZ,20070500
56049688,,12582595,,,50.251732,"50.2453,15.83805,50.25816,15.85815",,23424810,15.8481,,,7324,,,Letiste Hradec Kralove,CZ,20070466
56049751,,12582595,,,50.244034,"50.240837,15.834217,50.250496,15.850228",,23424810,15.841302,,,7324,,,Letiste Vekose,CZ,20070466
56049722,,12582583,,,50.218761,"50.21521,14.08316,50.219501,14.09451",,23424810,14.09129,,,7325,,,Letiste Slany,CZ,20070468
12515280,,12591254,,,50.074238,"50.068764,19.798393,50.080112,19.806",,23424923,19.800707,,,7335,,35523989,Balice Airport,PL,12577940
12515285,,12591386,,,49.803001,"49.79845,19.017559,49.807549,19.031639",,23424923,19.024599,,,7354,,,Bielsko Airport,PL,12577946
56049681,,12582582,,,50.00824,"50.001808,14.02882,50.014671,14.04882",,23424810,14.03882,,,7356,,,Letiste Buranos Aires,CZ,20070468
12524012,,,,,49.966702,"49.962151,33.59293,49.971249,33.607071",,23424976,33.599998,,MXR,7359,,35524763,Mirgorod Airport,UA,2347550
12512570,,12582579,,,49.966202,"49.961651,16.995029,49.970749,17.009171",,23424810,17.0021,,,7362,,,Sumperk Airport,CZ,20070470
56049737,,12582603,,,49.909901,"49.903469,16.444111,49.916328,16.464069",,23424810,16.45409,,,7367,,,Letiste Ceska Trebova,CZ,20070465
56049750,,12582603,,,49.907551,"49.90736,16.45245,49.91201,16.45787",,23424810,16.457479,,,7367,,,Sportovni Letiste Ceska Trebova,CZ,20070465
12512519,,12582593,,,49.936668,"49.933411,15.77262,49.94099,15.79039",,23424810,15.78742,,,7368,,,Chrudim Airport,CZ,20070465
12523787,,12582579,,,49.883301,"49.87875,16.85965,49.887852,16.873751",,23424810,16.866699,,,7373,,,Zabreh Benesov Airport,CZ,20070470
12518236,,,,,49.839802,"49.835251,36.655449,49.844349,36.669552",,23424976,36.662498,,,7379,,,Chuguyev Airport,UA,2347540
56051988,,20071099,,,49.81567,"49.81353,9.8895,49.821259,9.90306",,23424829,9.90097,,,7382,,,Flugplatz Würzburg-schenkenturm,DE,2345482
12513147,,12596761,,,49.7439,"49.739349,10.19657,49.748451,10.21063",,23424829,10.2036,,,7388,,,Kitzingen Army Air Field,DE,2345482
12512562,,12582611,,,49.749008,"49.748051,13.58056,49.757149,13.59464",,23424810,13.58856,,,7392,,,Rokycany Airport,CZ,20070501
12514635,,12591920,,,49.631809,"49.619274,6.196117,49.639511,6.245877",,23424881,6.22133,,,7409,,35523669,Aeroport dé Luxembourg,LU,20070560
56049692,,12582575,,,49.592682,"49.584179,17.19982,49.596149,17.21677",,23424810,17.210461,,,7411,,,Mezinarodni Letiste Olomouc,CZ,20070470
56049727,,12582578,,,49.438229,"49.417912,17.388981,49.438709,17.42602",,23424810,17.409849,,,7434,,,Prv,CZ,20070470
12513215,,12596932,,,49.428353,"49.428169,7.576446,49.428726,7.578678",,23424829,7.577822,,,7436,,,Ramstein Air Base,DE,2345488
12518289,,,,,49.412201,"49.40765,27.009809,49.416752,27.02379",,23424976,27.0168,,HMJ,7441,,35524933,Khmelnitskiy Airport,UA,2347542
12512571,,12582544,,,49.396481,"49.388519,14.69318,49.397911,14.71341",,23424810,14.70215,,,7443,,,Tabor Airport,CZ,20070502
12512581,,12582555,,,49.300098,"49.288849,17.01755,49.309349,17.03153",,23424810,17.02039,,,7455,,,Vyskov Airport,CZ,20070503
56051944,,12596833,,,49.28653,"49.284779,11.43902,49.288132,11.45102",,23424829,11.44737,,,7457,,,Sportflugplatz Neumarkt In Der Opf.,DE,2345482
56052152,,12596830,,,49.249298,"49.244381,8.8858,49.250809,8.90153",,23424829,8.88643,,,7462,,,Segelfluggelände Sinsheim,DE,2345481
56049754,,12582543,,,49.256081,"49.249649,13.88359,49.262508,13.90329",,23424810,13.89344,,,7463,,,Vnitrostatni Letiste Strakonice,CZ,20070502
12517688,,12587412,,,59.900799,"59.896252,17.58674,59.90535,17.60486",,23424954,17.5958,,,7510,,,Uppsala Flygplats,SE,2347062
12517610,889,12587474,ESSA,Arlanda,59.651025,"59.618214,17.867975,59.675671,17.986679",major,23424954,17.945189,,ARN,7514,,35523319,Stockholm-Arlanda flygplats,SE,2347067
12515126,,12592655,,,59.180808,"59.173935,10.249149,59.187889,10.259685",,23424910,10.255141,,TRF,7519,,35524463,Sandfjord Lufthavn Torp,NO,2346403
12517661,,12587372,,,58.40438,"58.402294,15.518971,58.405491,15.526084",,23424954,15.522902,,,7525,,,Malmen Flygplats,SE,2347059
12517672,,12587372,,,58.402351,"58.399475,15.650863,58.407207,15.659444",,23424954,15.654737,,,7525,,,Linköpings Flygplats,SE,2347059
12517646,,12587278,,,56.680117,"56.679749,16.242813,56.680592,16.243525",,23424954,16.243219,,,7533,,,Kalmar Flygplats,SE,2347052
12523174,,12587333,,,55.583328,"55.578781,13.00863,55.587879,13.02471",,23424954,13.01667,,,7537,,,Malmö Flygplats,SE,20070561
12523314,,12587333,,,55.602798,"55.598251,13.05865,55.607349,13.07475",,23424954,13.0667,,,7537,,,Malmo Harbour Airport,SE,20070561
12513120,,12596781,,,53.535599,"53.524021,9.81047,53.546162,9.84745",,23424829,9.8342,,,7555,,35523421,Finkenwerder Airport,DE,2345484
22211603,813,12596781,EDDH,Hamburg,53.624497,"53.594891,9.952777,53.646828,10.041675",major,23424829,9.995223,,HAM,7555,,35523421,Hamburg Airport,DE,2345484
22177393,65,12597033,EDDW,Bremen,53.058359,"53.025642,8.738991,53.083515,8.827868",major,23424829,8.786123,,BRE,7556,,35523419,Bremen Airport,DE,2345483
56052100,,12596807,,,52.669868,"52.667931,10.07952,52.67197,10.09572",,23424829,10.08699,,,7559,,,Segelflugplatz Celle-scheuen,DE,2345486
12515283,,12591304,,,52.322327,"52.266499,20.909048,52.273106,20.918934",,23424923,20.978451,,,7561,,35523659,Bemowo Airport,PL,12577941
12515363,823,12591304,EPWA,Okecie Int'l,52.170793,"52.151608,20.962729,52.1838,21.004448",major,23424923,20.982757,,WAW,7561,,35523659,Okecie International Airport,PL,12577941
22656473,,20071102,,,52.28772,"52.285801,7.96257,52.289612,7.97683",,23424829,7.97053,,,7562,,,Osnabruck-Atterheide Airport,DE,2345486
12515391,,12591230,,,51.237099,"51.232552,22.68054,51.24165,22.695061",,23424923,22.687799,,,7573,,,Swidnik Airport,PL,12577938
22257687,,12596973,,,49.473548,"49.450047,11.061215,49.502384,11.110278",,23424829,11.080773,,,7589,,35524213,Nurnberg Airport,DE,2345482
56051933,,12596816,,,49.582699,"49.580799,10.87056,49.585461,10.8833",,23424829,10.8832,,,7589,,35524213,Flugplatz Herzogenaurach,DE,2345482
