derived_from,aerotropolis_woe_id,airports,urbanarea_ne_gid,aerotropolis_name
ne,35523965,"ATL,JAE,JAJ,JAO,MGE,PDK,RYY",3917,ATL
ne,35523967,"CAE,CUB",3916,CAE
woe,35525161,OUH,10264,OUH
woe,35525163,GRD,3912,GRD
ne,35523969,PLZ,10268,PLZ
ne,35523971,"CPT,XYS",10269,CPT
ne,35523973,CKY,3688,CKY
woe,35524709,"VIC,VRN",9049,VIC-VRN
ne,35523975,ZAG,9048,ZAG
woe,35525171,RES,5205,RES
ne,35523977,CBR,11830,CBR
ne,35523979,MUX,10460,MUX
woe,35525175,CNQ,5206,CNQ
ne,35523983,"BBX,DYL,ILG,PHL,PNE,TTN,VAY",4794,PHL
woe,35525123,THA,3867,THA
woe,35525135,ABX,11831,ABX
woe,35525181,RAC,4790,RAC
ne,35523985,"AKC,BKL,CGF,CLE,LNN",4791,CLE
woe,35525183,SCR,4792,SCR
ne,35523987,"AGC,PIT",4793,PIT
ne,35523989,KRK,7335,KRK
ne,35523991,MAA,11394,MAA
woe,35524991,STV,11361,STV
ne,35523993,PNQ,11391,PNQ
ne,35523995,BOM,11390,BOM
woe,35525193,HAL,11257,HAL
ne,35523997,"BAD,DTN,SHV",4159,SHV
ne,35524001,PIK,3221,PIK
woe,35525197,BHK,353,BHK
woe,35525199,BFM,3989,BFM
woe,35525201,CHQ,8915,CHQ
woe,35524399,SZG,9556,SZG
woe,35524859,SST,5419,SST
woe,35525431,PNZ,4929,PNZ
woe,35525207,BQK,3983,BQK
ne,35524003,OKD,2967,OKD
woe,35525209,AQA,5064,AQA
woe,35524401,UHE,9730,UHE
woe,35525211,UBJ,1780,UBJ
woe,35525433,YWA,4516,YWA
ne,35524005,HRE,10119,HRE
ne,35524007,"AKL,MHB",11784,AKL
woe,35525213,NCS,10217,NCS
woe,35524405,AGB,9732,AGB
woe,35525191,GOA,8333,GOA
woe,35525215,SMX,3041,SMX
woe,35524813,GNV,4007,GNV
woe,35524921,SOD,5148,SOD
woe,35525219,PMD,3044,PMD
woe,35525221,AYP,5478,AYP
woe,35525225,KBR,2612,KBR
woe,35525227,TKS,1777,TKS
ne,35523403,BUD,9737,BUD
woe,35525263,GUT,7606,GUT
woe,35525231,ZCO,5370,ZCO
woe,35525233,ABE,4708,ABE
ne,35524011,DOH,10810,DOH
ne,35524013,KTU,10815,KTU
woe,35524409,"FAF,LFI,PHF",3804,FAF-LFI-PHF
woe,35525117,CUC,3760,CUC
woe,35525237,SFD,3761,SFD
woe,35525239,SCI,3762,SCI
woe,35525243,CXA,3763,CXA
woe,35525441,BTZ,8675,BTZ
ne,35524015,"AJO,BUR,CCB,CCD,CNO,CPM,CVR,EMT,JCX,JID,JIO,JLB,JOC,JRD,JWC,LAX,LGB,ONT,RAL,RIR,SBD,SBT,SFR,SLI,SMO,SNA,VNY,WHP",3481,LAX-ONT-SNA
woe,35525245,EAS,4334,EAS
ne,35524019,ITM,3485,ITM
ne,35524021,KIX,3484,KIX
ne,35524023,NKM,3486,NKM
woe,35525249,YOO,4563,YOO
woe,35525257,PSC,1552,PSC
woe,35525253,PWM,4567,PWM
woe,35525255,JMY,3646,JMY
ne,35524025,OMS,6010,OMS
woe,35525251,MOD,2553,MOD
ne,35524027,GYD,11675,GYD
ne,35523695,TBZ,11676,TBZ
woe,35525261,LSN,3004,LSN
ne,35524031,CRK,2490,CRK
ne,35524033,VOG,6390,VOG
ne,35524037,"SXF,THF,TXL",7604,TXL
woe,35525267,NCP,2497,NCP
woe,35525269,BFL,3033,BFL
woe,35524513,RSA,5356,RSA
woe,35525271,CSX,2193,CSX
ne,35524039,"BHX,QQY",7898,BHX
ne,35524041,ABQ,3035,ABQ
ne,35524043,ADL,11771,ADL
woe,35525041,JXN,4637,JXN
woe,35525279,HDM,539,HDM
ne,35524045,CRL,7891,CRL
woe,35525285,UMU,5154,UMU
ne,35524195,DOK,9353,DOK
ne,35524049,BOD,9260,BOD
ne,35524051,VIX,5014,VIX
ne,35524055,KNU,10736,KNU
ne,35524057,CGR,5019,CGR
ne,35524059,"ANE,JDT,MSP",4891,MSP
woe,35524425,PGR,4106,PGR
ne,35524061,SLZ,4897,SLZ
ne,35524063,TUC,987,TUC
woe,35525287,"BIX,GPT",4209,BIX-GPT
woe,35525289,MCE,2996,MCE
ne,35524065,"AMS,RTM",7872,AMS-RTM
ne,35524067,COO,9857,COO
ne,35524069,BNI,9858,BNI
ne,35524073,BTR,4203,BTR
woe,35524625,AJA,8520,AJA
woe,35525293,NCY,8132,NCY
ne,35524075,GOM,9996,GOM
ne,35524077,CGP,2784,CGP
ne,35524079,"YYZ,YZD",4802,YYZ
ne,35524081,"MKE,UES,ZML",4804,MKE
ne,35524083,"ARB,DEO,DET,DTW,MTC,PTK,YIP",4806,DET-DTW
woe,35525051,WVI,3009,WVI
woe,35525373,APL,9970,APL
ne,35524085,YYC,1526,YYC
woe,35525301,BXH,6309,BXH
ne,35524087,YKA,1522,YKA
ne,35524091,YQR,1523,YQR
woe,35525305,APS,4964,APS
woe,35525307,MYP,424,MYP
woe,35524785,BHD,3226,BHD
woe,35525309,OSS,308,OSS
woe,35525311,SGZ,2600,SGZ
woe,35525315,JKH,9088,JKH
woe,35525317,AUO,3953,AUO
woe,35525273,TTT,2391,TTT
woe,35525319,"CSG,MKF",3956,CSG-MKF
ne,35524093,"CIA,FCO",9080,FCO
woe,35525275,"DCS,DSA,LBA,XNM",7896,DCS-DSA-LBA-XNM
woe,35525323,FSM,4114,FSM
woe,35524817,MRX,10429,MRX
woe,35525327,"PWA,TIK",4113,PWA-TIK
ne,35524095,SOF,8451,SOF
woe,35525329,BJP,5124,BJP
woe,35525333,OUS,5125,OUS
woe,35525335,IAS,9641,IAS
woe,35525337,ARK,10030,ARK
woe,35525013,MRA,9006,MRA
ne,35524097,MEM,4119,MEM
ne,35524099,PEW,847,PEW
ne,35524101,KSH,845,KSH
ne,35524103,SDJ,3464,SDJ
woe,35525341,GAJ,3463,GAJ
woe,35525343,TGG,2858,TGG
woe,35525345,BAU,5082,BAU
ne,35523447,DEL,11351,DEL
woe,35525347,MEA,5087,MEA
ne,35524109,LWO,7375,LWO
ne,35524111,PAT,11354,PAT
woe,35524825,CTS,2979,CTS
woe,35525351,CHR,9797,CHR
ne,35524113,SHA,2674,SHA
woe,35525353,CZX,2677,CZX
woe,35525281,HCN,2399,HCN
woe,35525159,ELS,10261,ELS
ne,35524115,THE,4905,THE
woe,35525459,INI,8413,INI
ne,35524117,REC,5333,REC
woe,35525283,KLU,8036,KLU
ne,35523577,ODS,9036,ODS
ne,35524121,BSB,5336,BSB
ne,35524123,ASU,5339,ASU
woe,35525179,BZV,10281,BZV
ne,35523605,GLA,3215,GLA
woe,35525359,UDR,10854,UDR
ne,35524129,EDI,3210,EDI
woe,35524705,MMX,6768,MMX
woe,35525363,BGV,5231,BGV
woe,35525365,WRI,4741,WRI
woe,35525369,PBD,10992,PBD
ne,35524131,"DAY,FFO",4746,DAY
ne,35524133,WLG,11814,WLG
ne,35524135,ADA,8820,ADA
ne,35524137,"CHC,ZWG",11817,CHC
woe,35525371,MDK,9973,MDK
ne,35524139,AYT,8824,AYT
woe,35525021,NSN,11813,NSN
woe,35525375,DNZ,8778,DNZ
ne,35524141,RAK,3600,RAK
woe,35525377,"BHW,SGI",755,BHW-SGI
woe,35524833,VGS,1042,VGS
ne,35524145,KGL,10001,KGL
woe,35524895,MVF,4907,MVF
ne,35524147,"CPS,STL",4896,STL
woe,35525167,PSS,5203,PSS
ne,35524149,"BFI,SEA,TCM",3178,SEA
woe,35525383,BWC,3072,BWC
ne,35524151,IPL,3074,IPL
woe,35525387,KHN,2186,KHN
woe,35525389,CXL,3078,CXL
woe,35525391,YPF,3175,YPF
woe,35525463,LEX,3787,LEX
ne,35524153,"CPQ,VCP",5345,VCP
woe,35525393,URG,5346,URG
ne,35524155,"GCV,POA,QNS",5347,POA
ne,35524157,KUF,6117,KUF
ne,35524159,"AEP,EZE,RLO",5348,EZE
ne,35524163,MVD,5349,MVD
ne,35524165,AMD,10927,AMD
woe,35524997,HIJ,1749,HIJ
woe,35525397,HUN,2351,HUN
woe,35525399,ENU,9855,ENU
woe,35525401,BRI,9133,BRI
ne,35524167,ISB,606,ISB
ne,35524169,"BGY,LIN,MXP,SWK",9108,BGY-LIN-MXP
woe,35525071,ARW,8104,ARW
woe,35525063,TSF,9107,TSF
ne,35524171,ADJ,9104,ADJ
ne,35523901,CNX,2437,CNX
woe,35525411,SZD,8074,SZD
ne,35524175,LTK,9101,LTK
woe,35525415,YNT,1358,YNT
ne,35524177,BEG,8278,BEG
woe,35525417,TLX,5528,TLX
woe,35525419,COV,4458,COV
woe,35525423,MUN,3733,MUN
ne,35524181,NGB,2136,NGB
ne,35524183,CEK,6340,CEK
woe,35525425,CAK,4693,CAK
woe,35525291,GTU,4201,GTU
woe,35525429,ZTR,7314,ZTR
ne,35524185,GYM,3106,GYM
ne,35524187,PZU,11076,PZU
ne,35524029,LCJ,7609,LCJ
ne,35524189,"OOL,SFP",11727,OOL
ne,35524191,BNE,11724,BNE
woe,35525437,TWB,11725,TWB
ne,35524193,DEN,2509,DEN
woe,35525075,VOT,5020,VOT
woe,35525445,NAK,2505,NAK
woe,35525443,ZHA,2421,ZHA
ne,35524047,TAO,2727,TAO
ne,35524199,USN,2725,USN
woe,35525077,NAL,10645,NAL
woe,35525449,ACH,9605,ACH
woe,35524289,PET,5265,PET
woe,35525451,RAS,11679,RAS
ne,35524201,ROS,5281,ROS
woe,35524713,SJP,5034,SJP
ne,35524203,TYN,2643,TYN
woe,35525427,HZL,4692,HZL
woe,35525453,KUV,2646,KUV
woe,35524651,PDP,5318,PDP
ne,35524205,DLC,489,DLC
woe,35525455,NHA,488,NHA
ne,35524207,TSN,487,TSN
woe,35525297,CXB,2781,CXB
ne,35524209,ADD,11313,ADD
woe,35525461,RAO,5040,RAO
ne,35524211,"LOU,SDF,ZTV",3781,SDF
ne,35524213,NUE,7589,NUE
ne,35524217,OSL,6541,OSL
woe,35525479,CMR,9519,CMR
woe,35525465,EVV,3789,EVV
woe,35525467,JOE,6464,JOE
woe,35525083,JSP,1863,JSP
ne,35524219,"CDG,JEV,ORY,TNF",9801,CDG-ORY
woe,35525469,AFZ,473,AFZ
woe,35525471,MCQ,9517,MCQ
ne,35524221,TGD,8483,TGD
ne,35524223,CMG,4992,CMG
ne,35524225,"HIO,PDX,TTD",3192,PDX
ne,35524227,YVR,3190,YVR
woe,35525477,CON,4584,CON
woe,35524669,AUG,4549,AUG
ne,35524229,ROC,4582,ROC
